rank,country,lower_single_house_elections,lower_single_house_seats,lower_single_house_women,lower_single_house_percent_w,upper_house_senate_elections,upper_house_senate_seats,upper_house_senate_women,upper_house_senate_percent_w,lower_single_house_elections_year,upper_house_senate_elections_year
120,Saint Lucia,2001-12-01,18.0,1.0,0.05555555555555555,2001-12-01,11.0,4.0,0.36363636363636365,2001,2001
121,Jordan,2003-06-01,110.0,6.0,0.05454545454545454,2005-11-01,55.0,6.0,0.10909090909090909,2003,2005
"""",Libyan Arab Jamahiriya,2006-03-01,760.0,36.0,0.04736842105263158,,0.0,0.0,,2006,NaT
132,Oman,2003-10-01,83.0,2.0,0.024096385542168676,,58.0,9.0,0.15517241379310345,2003,NaT
133,Egypt,2005-11-01,442.0,9.0,0.020361990950226245,2004-05-01,264.0,18.0,0.06818181818181818,2005,2004
134,Kuwait,2003-07-01,65.0,1.0,0.015384615384615385,,0.0,0.0,,2003,NaT
135,Papua New Guinea,2002-06-01,109.0,1.0,0.009174311926605505,,0.0,0.0,,2002,NaT
137,Bahrain,2002-10-01,40.0,0.0,0.0,2002-11-01,40.0,6.0,0.15,2002,2002
0,El Salvador,2006-03-01,84.0,0.0,0.0,,0.0,0.0,,2006,NaT
0,Samoa,2006-03-01,48.0,0.0,0.0,,0.0,0.0,,2006,NaT
0,Sao Tome and Principe,2006-03-01,55.0,0.0,0.0,,0.0,0.0,,2006,NaT
0,Ukraine,2006-03-01,450.0,0.0,0.0,,0.0,0.0,,2006,NaT
36,Estonia,2007-03-01,101.0,24.0,0.2376237623762376,,0.0,0.0,,2007,NaT
37,Lesotho,2007-02-01,119.0,28.0,0.23529411764705882,2007-03-01,33.0,10.0,0.30303030303030304,2007,2007
40,Tunisia,2004-10-01,189.0,43.0,0.2275132275132275,2005-07-01,112.0,15.0,0.13392857142857142,2004,2005
41,Mexico,2006-07-01,500.0,113.0,0.226,2006-07-01,128.0,22.0,0.171875,2006,2006
42,United Arab Emirates,2006-12-01,40.0,9.0,0.225,,0.0,0.0,,2006,NaT
46,Republic of Moldova,2005-03-01,101.0,22.0,0.21782178217821782,,0.0,0.0,,2005,NaT
50,Poland,2005-09-01,460.0,94.0,0.20434782608695654,2005-09-01,100.0,13.0,0.13,2005,2005
53,Bahamas,2002-05-01,40.0,8.0,0.2,2002-05-01,16.0,7.0,0.4375,2002,2002
54,Dominican Republic,2006-05-01,178.0,35.0,0.19662921348314608,2006-05-01,32.0,1.0,0.03125,2006,2006
55,Trinidad and Tobago,2002-10-01,36.0,7.0,0.19444444444444445,2002-10-01,31.0,10.0,0.3225806451612903,2002,2002
56,Guinea,2002-06-01,114.0,22.0,0.19298245614035087,,0.0,0.0,,2002,NaT
57,Senegal,2001-04-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2001,NaT
58,Latvia,2006-10-01,100.0,19.0,0.19,,0.0,0.0,,2006,NaT
59,Venezuela,2005-12-01,167.0,31.0,0.18562874251497005,,0.0,0.0,,2005,NaT
60,Nicaragua,2006-11-01,92.0,17.0,0.18478260869565216,,0.0,0.0,,2006,NaT
61,Saint Vincent & the Grenadines,2005-12-01,22.0,4.0,0.18181818181818182,,0.0,0.0,,2005,NaT
62,Equatorial Guinea,2004-04-01,100.0,18.0,0.18,,0.0,0.0,,2004,NaT
63,Mauritania,2006-11-01,95.0,17.0,0.17894736842105263,2007-01-01,53.0,9.0,0.16981132075471697,2006,2007
64,Sudan,2005-08-01,450.0,80.0,0.17777777777777778,2005-08-01,50.0,2.0,0.04,2005,2005
65,Tajikistan,2005-02-01,63.0,11.0,0.1746031746031746,2005-03-01,34.0,8.0,0.23529411764705882,2005,2005
66,Italy,2006-04-01,630.0,109.0,0.173015873015873,2006-04-01,322.0,44.0,0.13664596273291926,2006,2006
67,Mauritius,2005-07-01,70.0,12.0,0.17142857142857143,,0.0,0.0,,2005,NaT
68,Bolivia,2005-12-01,130.0,22.0,0.16923076923076924,2005-12-01,27.0,1.0,0.037037037037037035,2005,2005
69,El Salvador,2006-03-01,84.0,14.0,0.16666666666666666,,0.0,0.0,,2006,NaT
70,United States of America,2006-11-01,435.0,71.0,0.1632183908045977,2006-11-01,100.0,16.0,0.16,2006,2006
71,Turkmenistan,2004-12-01,50.0,8.0,0.16,,0.0,0.0,,2004,NaT
72,Czech Republic,2006-06-01,200.0,31.0,0.155,2006-10-01,81.0,12.0,0.14814814814814814,2006,2006
73,Cape Verde,2006-01-01,72.0,11.0,0.1527777777777778,,0.0,0.0,,2006,NaT
74,Bangladesh ,2001-10-01,345.0,52.0,0.15072463768115943,,0.0,0.0,,2001,NaT
75,Angola,1992-09-01,220.0,33.0,0.15,,0.0,0.0,,1992,NaT
76,Zambia,2006-09-01,157.0,23.0,0.1464968152866242,,0.0,0.0,,2006,NaT
77,Sierra Leone,2002-05-01,124.0,18.0,0.14516129032258066,,0.0,0.0,,2002,NaT
78,Bosnia and Herzegovina,2006-10-01,42.0,6.0,0.14285714285714285,2007-03-01,15.0,2.0,0.13333333333333333,2006,2007
79,Israel,2006-03-01,120.0,17.0,0.14166666666666666,,0.0,0.0,,2006,NaT
80,Guinea-Bissau,2004-03-01,100.0,14.0,0.14,,0.0,0.0,,2004,NaT
81,Malawi,2004-04-01,191.0,26.0,0.13612565445026178,,0.0,0.0,,2004,NaT
82,Republic of Korea,2004-04-01,299.0,40.0,0.13377926421404682,,0.0,0.0,,2004,NaT
83,Barbados,2003-05-01,30.0,4.0,0.13333333333333333,2003-05-01,21.0,5.0,0.23809523809523808,2003,2003
84,Greece,2004-03-01,300.0,39.0,0.13,,0.0,0.0,,2004,NaT
85,Dominica,2005-05-01,31.0,4.0,0.12903225806451613,,0.0,0.0,,2005,NaT
86,Gabon,2006-12-01,120.0,15.0,0.125,2003-02-01,91.0,14.0,0.15384615384615385,2006,2003
87,Niger,2004-11-01,113.0,14.0,0.12389380530973451,,0.0,0.0,,2004,NaT
88,France,2002-06-01,574.0,70.0,0.12195121951219512,2004-09-01,331.0,56.0,0.1691842900302115,2002,2004
89,Maldives,2005-01-01,50.0,6.0,0.12,,0.0,0.0,,2005,NaT
90,Burkina Faso,2002-05-01,111.0,13.0,0.11711711711711711,,0.0,0.0,,2002,NaT
91,Azerbaijan,2005-11-01,124.0,14.0,0.11290322580645161,,0.0,0.0,,2005,NaT
92,Romania,2004-11-01,331.0,37.0,0.11178247734138973,2004-11-01,137.0,13.0,0.0948905109489051,2004,2004
93,Botswana,2004-10-01,63.0,7.0,0.1111111111111111,,0.0,0.0,,2004,NaT
94,Ghana,2004-12-01,230.0,25.0,0.10869565217391304,,0.0,0.0,,2004,NaT
95,Djibouti,2003-01-01,65.0,7.0,0.1076923076923077,,0.0,0.0,,2003,NaT
97,Hungary,2006-04-01,386.0,40.0,0.10362694300518134,,0.0,0.0,,2006,NaT
100,Cambodia,2003-07-01,123.0,12.0,0.0975609756097561,2006-01-01,61.0,9.0,0.14754098360655737,2003,2006
101,Gambia,2007-01-01,53.0,5.0,0.09433962264150944,,0.0,0.0,,2007,NaT
102,Malta,2003-04-01,65.0,6.0,0.09230769230769231,,0.0,0.0,,2003,NaT
103,Malaysia,2004-03-01,219.0,20.0,0.091324200913242,2004-03-01,70.0,18.0,0.2571428571428571,2004,2004
105,Brazil,2006-10-01,513.0,45.0,0.08771929824561403,2006-10-01,81.0,10.0,0.12345679012345678,2006,2006
106,Thailand,2006-10-01,242.0,21.0,0.08677685950413223,,0.0,0.0,,2006,NaT
107,Montenegro,2006-09-01,81.0,7.0,0.08641975308641975,,0.0,0.0,,2006,NaT
109,Benin,2007-03-01,83.0,7.0,0.08433734939759036,,0.0,0.0,,2007,NaT
110,India,2004-04-01,545.0,45.0,0.08256880733944955,2006-07-01,242.0,26.0,0.10743801652892562,2004,2006
111,Guatemala,2003-11-01,158.0,13.0,0.08227848101265822,,0.0,0.0,,2003,NaT
112,Somalia,2004-08-01,269.0,21.0,0.07806691449814127,,0.0,0.0,,2004,NaT
113,Libyan Arab Jamahiriya,2006-03-01,468.0,36.0,0.07692307692307693,,0.0,0.0,,2006,NaT
114,Kenya,2002-12-01,219.0,16.0,0.0730593607305936,,0.0,0.0,,2002,NaT
131,Kuwait ,2006-06-01,65.0,2.0,0.03076923076923077,,0.0,0.0,,2006,NaT
133,Bhutan,,150.0,4.0,0.02666666666666667,,0.0,0.0,,NaT,NaT
134,Bahrain,2006-11-01,40.0,1.0,0.025,2006-12-01,40.0,10.0,0.25,2006,2006
135,Oman,2003-10-01,83.0,2.0,0.024096385542168676,,58.0,9.0,0.15517241379310345,2003,NaT
136,Egypt,2005-11-01,442.0,9.0,0.020361990950226245,2004-05-01,264.0,18.0,0.06818181818181818,2005,2004
"""",Palau,2004-11-01,16.0,0.0,0.0,2004-11-01,8.0,0.0,0.0,2004,2004
9,Spain,2008-03-01,350.0,127.0,0.3628571428571429,2008-03-01,255.0,0.0,0.0,2008,2008
52,Philippines,2007-05-01,239.0,49.0,0.20502092050209206,2007-05-01,23.0,4.0,0.17391304347826086,2007,2007
53,Serbia,2007-01-01,250.0,51.0,0.204,,0.0,0.0,,2007,NaT
54,Poland,2007-10-01,460.0,93.0,0.20217391304347826,2007-10-01,100.0,8.0,0.08,2007,2007
55,Democratic People's Republic of Korea,2003-08-01,687.0,138.0,0.20087336244541484,,0.0,0.0,,2003,NaT
56,Latvia,2006-10-01,100.0,20.0,0.2,,0.0,0.0,,2006,NaT
57,Dominican Republic,2006-05-01,178.0,35.0,0.19662921348314608,2006-05-01,32.0,1.0,0.03125,2006,2006
58,Cambodia,2003-07-01,123.0,24.0,0.1951219512195122,2006-01-01,61.0,9.0,0.14754098360655737,2003,2006
59,Guinea,2002-06-01,114.0,22.0,0.19298245614035087,,0.0,0.0,,2002,NaT
60,Venezuela,2005-12-01,167.0,31.0,0.18562874251497005,,0.0,0.0,,2005,NaT
61,Nicaragua,2006-11-01,92.0,17.0,0.18478260869565216,,0.0,0.0,,2006,NaT
62,France,2007-06-01,577.0,105.0,0.18197573656845753,2004-09-01,330.0,60.0,0.18181818181818182,2007,2004
63,Cape Verde,2006-01-01,72.0,13.0,0.18055555555555555,,0.0,0.0,,2006,NaT
64,Equatorial Guinea,2004-04-01,100.0,18.0,0.18,,0.0,0.0,,2004,NaT
66,Italy,2006-04-01,630.0,109.0,0.173015873015873,2006-04-01,322.0,45.0,0.13975155279503104,2006,2006
69,United States of America,2006-11-01,435.0,73.0,0.167816091954023,2006-11-01,100.0,16.0,0.16,2006,2006
70,El Salvador,2006-03-01,84.0,14.0,0.16666666666666666,,0.0,0.0,,2006,NaT
71,Dominica,2005-05-01,31.0,5.0,0.16129032258064516,,0.0,0.0,,2005,NaT
72,Turkmenistan,2004-12-01,50.0,8.0,0.16,,0.0,0.0,,2004,NaT
73,Kazakhstan,2007-08-01,107.0,17.0,0.1588785046728972,2005-08-01,47.0,2.0,0.0425531914893617,2007,2005
74,Czech Republic,2006-06-01,200.0,31.0,0.155,2006-10-01,81.0,11.0,0.13580246913580246,2006,2006
75,Burkina Faso,2007-05-01,111.0,17.0,0.15315315315315314,,0.0,0.0,,2007,NaT
76,Zambia,2006-09-01,158.0,24.0,0.1518987341772152,,0.0,0.0,,2006,NaT
77,Angola,1992-09-01,220.0,33.0,0.15,,0.0,0.0,,1992,NaT
78,Greece,2007-09-01,300.0,44.0,0.14666666666666667,,0.0,0.0,,2007,NaT
79,Republic of Korea,2004-04-01,299.0,43.0,0.14381270903010032,,0.0,0.0,,2004,NaT
82,Guinea-Bissau,2004-03-01,100.0,14.0,0.14,,0.0,0.0,,2004,NaT
85,Ireland,2007-05-01,166.0,22.0,0.13253012048192772,2007-07-01,60.0,13.0,0.21666666666666667,2007,2007
86,Sierra Leone,2007-08-01,121.0,16.0,0.1322314049586777,,0.0,0.0,,2007,NaT
87,Malawi,2004-05-01,193.0,25.0,0.12953367875647667,,0.0,0.0,,2004,NaT
88,Liberia,2005-10-01,64.0,8.0,0.125,2005-10-01,30.0,5.0,0.16666666666666666,2005,2005
89,Niger,2004-12-01,113.0,14.0,0.12389380530973451,,0.0,0.0,,2004,NaT
90,Bahamas,2007-05-01,41.0,5.0,0.12195121951219512,2007-05-01,15.0,9.0,0.6,2007,2007
91,Uruguay,2004-10-01,99.0,12.0,0.12121212121212122,2004-10-01,31.0,4.0,0.12903225806451613,2004,2004
92,Guatemala,2007-09-01,158.0,19.0,0.12025316455696203,,0.0,0.0,,2007,NaT
93,Bosnia and Herzegovina,2006-10-01,42.0,5.0,0.11904761904761904,2007-03-01,15.0,2.0,0.13333333333333333,2006,2007
94,San Marino,2006-06-01,60.0,7.0,0.11666666666666667,,0.0,0.0,,2006,NaT
95,Indonesia,2004-04-01,550.0,64.0,0.11636363636363636,,0.0,0.0,,2004,NaT
96,Azerbaijan,2005-11-01,123.0,14.0,0.11382113821138211,,0.0,0.0,,2005,NaT
97,Botswana,2004-10-01,63.0,7.0,0.1111111111111111,,0.0,0.0,,2004,NaT
98,Ghana,2004-12-01,230.0,25.0,0.10869565217391304,,0.0,0.0,,2004,NaT
103,Gambia,2002-01-01,53.0,5.0,0.09433962264150944,,0.0,0.0,,2002,NaT
104,Armenia,2007-05-01,131.0,12.0,0.0916030534351145,,0.0,0.0,,2007,NaT
105,India,2004-04-01,541.0,49.0,0.09057301293900184,2006-07-01,243.0,24.0,0.09876543209876543,2004,2006
109,Bhutan,2008-03-01,47.0,4.0,0.0851063829787234,2007-12-01,20.0,4.0,0.2,2008,2007
134,Belize,2008-02-01,32.0,0.0,0.0,2008-03-01,12.0,4.0,0.3333333333333333,2008,2008
135,China,2008-03-01,2987.0,0.0,0.0,,0.0,0.0,,2008,NaT
"""",Iran Islamic Republic of,2008-03-01,290.0,0.0,0.0,,0.0,0.0,,2008,NaT
"""",Malaysia,2008-03-01,222.0,0.0,0.0,2004-03-01,65.0,18.0,0.27692307692307694,2008,2004
"""",Zimbabwe,2008-03-01,210.0,0.0,0.0,2008-03-01,93.0,0.0,0.0,2008,2008
0,,,,,,,0.0,0.0,,NaT,NaT
Ranking as of 1st March 2019,,,,,,,0.0,0.0,,NaT,NaT
1,Rwanda,2018-09-01,80.0,49.0,0.6125,2011-09-01,26.0,10.0,0.38461538461538464,2018,2011
4,Mexico,2018-07-01,500.0,241.0,0.482,2018-07-01,128.0,63.0,0.4921875,2018,2018
5,Sweden,2018-09-01,349.0,165.0,0.47277936962750716,,0.0,0.0,,2018,NaT
6,Grenada,2018-03-01,15.0,7.0,0.4666666666666667,2018-04-01,13.0,4.0,0.3076923076923077,2018,2018
7,Namibia,2014-11-01,104.0,48.0,0.46153846153846156,2015-12-01,42.0,10.0,0.23809523809523808,2014,2015
8,Costa Rica,2018-02-01,57.0,26.0,0.45614035087719296,,0.0,0.0,,2018,NaT
9,Nicaragua,2016-11-01,92.0,41.0,0.44565217391304346,,0.0,0.0,,2016,NaT
10,South Africa,2014-05-01,390.0,167.0,0.4282051282051282,2014-05-01,54.0,19.0,0.35185185185185186,2014,2014
11,Senegal,2017-07-01,165.0,69.0,0.41818181818181815,,0.0,0.0,,2017,NaT
12,Finland,2015-04-01,200.0,83.0,0.415,,0.0,0.0,,2015,NaT
13,Spain,2016-06-01,350.0,144.0,0.4114285714285714,2016-06-01,266.0,98.0,0.3684210526315789,2016,2016
14,Norway,2017-09-01,169.0,69.0,0.40828402366863903,,0.0,0.0,,2017,NaT
15,New Zealand,2017-09-01,120.0,48.0,0.4,,0.0,0.0,,2017,NaT
17,France,2017-06-01,577.0,229.0,0.3968804159445407,2017-09-01,348.0,112.0,0.3218390804597701,2017,2017
18,Mozambique,2014-10-01,250.0,99.0,0.396,,0.0,0.0,,2014,NaT
19,Argentina,2017-10-01,255.0,99.0,0.38823529411764707,2017-10-01,72.0,30.0,0.4166666666666667,2017,2017
“,Ethiopia,2015-05-01,547.0,212.0,0.3875685557586837,2015-10-01,153.0,49.0,0.3202614379084967,2015,2015
21,North Macedonia,2016-12-01,120.0,46.0,0.38333333333333336,,0.0,0.0,,2016,NaT
22,Iceland,2017-10-01,63.0,24.0,0.38095238095238093,,0.0,0.0,,2017,NaT
23,Belgium,2014-05-01,150.0,57.0,0.38,2014-05-01,60.0,26.0,0.43333333333333335,2014,2014
“,Ecuador,2017-02-01,137.0,52.0,0.3795620437956204,,0.0,0.0,,2017,NaT
25,Serbia,2016-04-01,247.0,93.0,0.3765182186234818,,0.0,0.0,,2016,NaT
26,Denmark,2015-06-01,179.0,67.0,0.3743016759776536,,0.0,0.0,,2015,NaT
27,Austria,2017-10-01,183.0,68.0,0.37158469945355194,,61.0,22.0,0.36065573770491804,2017,NaT
28,United Republic of Tanzania,2015-10-01,393.0,145.0,0.36895674300254455,,0.0,0.0,,2015,NaT
29,Burundi,2015-06-01,121.0,44.0,0.36363636363636365,2015-07-01,39.0,18.0,0.46153846153846156,2015,2015
30,Tunisia,2014-10-01,217.0,78.0,0.35944700460829493,,0.0,0.0,,2014,NaT
31,Italy,2018-03-01,630.0,225.0,0.35714285714285715,2018-03-01,320.0,110.0,0.34375,2018,2018
32,Uganda,2016-02-01,459.0,160.0,0.3485838779956427,,0.0,0.0,,2016,NaT
33,Portugal,2015-10-01,230.0,80.0,0.34782608695652173,,0.0,0.0,,2015,NaT
34,Belarus,2016-09-01,110.0,38.0,0.34545454545454546,2016-09-01,56.0,17.0,0.30357142857142855,2016,2016
35,Monaco,2018-02-01,24.0,8.0,0.3333333333333333,,0.0,0.0,,2018,NaT
36,Nepal,2017-11-01,275.0,90.0,0.32727272727272727,2018-02-01,59.0,22.0,0.3728813559322034,2017,2018
37,Switzerland,2015-10-01,200.0,65.0,0.325,2015-10-01,46.0,7.0,0.15217391304347827,2015,2015
38,Andorra,2015-03-01,28.0,9.0,0.32142857142857145,,0.0,0.0,,2015,NaT
42,Netherlands,2017-03-01,150.0,47.0,0.31333333333333335,2015-05-01,75.0,27.0,0.36,2017,2015
47,Angola,2017-08-01,220.0,66.0,0.3,,0.0,0.0,,2017,NaT
“,Australia,2016-07-01,150.0,45.0,0.3,2016-07-01,76.0,30.0,0.39473684210526316,2016,2016
51,Philippines,2016-05-01,292.0,86.0,0.2945205479452055,2016-05-01,24.0,6.0,0.25,2016,2016
52,Suriname,2015-05-01,51.0,15.0,0.29411764705882354,,0.0,0.0,,2015,NaT
53,Albania,2017-06-01,140.0,41.0,0.29285714285714287,,0.0,0.0,,2017,NaT
54,Israel,2015-03-01,120.0,35.0,0.2916666666666667,,0.0,0.0,,2015,NaT
55,Poland,2015-10-01,460.0,134.0,0.29130434782608694,2015-10-01,100.0,14.0,0.14,2015,2015
56,Estonia,2015-03-01,101.0,29.0,0.2871287128712871,,0.0,0.0,,2015,NaT
57,South Sudan,2016-08-01,383.0,109.0,0.2845953002610966,2011-08-01,50.0,6.0,0.12,2016,2011
58,Afghanistan,2018-10-01,211.0,59.0,0.2796208530805687,2015-01-01,68.0,16.0,0.23529411764705882,2018,2015
59,Sudan,2015-04-01,481.0,133.0,0.2765072765072765,2015-06-01,71.0,19.0,0.2676056338028169,2015,2015
60,Lao People's Democratic Republic,2016-03-01,149.0,41.0,0.2751677852348993,,0.0,0.0,,2016,NaT
61,Kazakhstan,2016-03-01,107.0,29.0,0.27102803738317754,2017-06-01,47.0,5.0,0.10638297872340426,2016,2017
62,Canada,2015-10-01,334.0,90.0,0.2694610778443114,,105.0,49.0,0.4666666666666667,2015,NaT
75,Slovenia,2018-06-01,90.0,22.0,0.24444444444444444,2017-11-01,40.0,4.0,0.1,2018,2017
“,Somalia,2016-10-01,275.0,67.0,0.24363636363636362,2016-10-01,54.0,13.0,0.24074074074074073,2016,2016
77,Armenia,2018-12-01,132.0,32.0,0.24242424242424243,,0.0,0.0,,2018,NaT
78,Cabo Verde,2016-03-01,72.0,17.0,0.2361111111111111,,0.0,0.0,,2016,NaT
80,Montenegro,2016-10-01,81.0,19.0,0.2345679012345679,,0.0,0.0,,2016,NaT
81,Lesotho,2017-06-01,120.0,28.0,0.23333333333333334,2017-07-01,32.0,7.0,0.21875,2017,2017
82,Singapore,2015-09-01,100.0,23.0,0.23,,0.0,0.0,,2015,NaT
96,Romania,2016-12-01,329.0,68.0,0.2066869300911854,2016-12-01,136.0,19.0,0.13970588235294118,2016,2016
97,Bangladesh,2018-12-01,349.0,72.0,0.20630372492836677,,0.0,0.0,,2018,NaT
98,Croatia,2016-09-01,151.0,31.0,0.2052980132450331,,0.0,0.0,,2016,NaT
100,Mauritania,2018-09-01,153.0,31.0,0.20261437908496732,,0.0,0.0,,2018,NaT
101,Pakistan,2018-07-01,341.0,69.0,0.20234604105571846,2018-03-01,104.0,20.0,0.19230769230769232,2018,2018
102,Barbados,2018-05-01,30.0,6.0,0.2,2018-06-01,21.0,8.0,0.38095238095238093,2018,2018
“,Equatorial Guinea,2017-11-01,100.0,20.0,0.2,2017-11-01,72.0,11.0,0.1527777777777778,2017,2017
106,Saudi Arabia,2016-12-01,151.0,30.0,0.1986754966887417,,0.0,0.0,,2016,NaT
107,Fiji,2018-11-01,51.0,10.0,0.19607843137254902,,0.0,0.0,,2018,NaT
108,Kyrgyzstan,2015-10-01,120.0,23.0,0.19166666666666668,,0.0,0.0,,2015,NaT
“,Madagascar,2013-12-01,151.0,29.0,0.19205298013245034,2015-12-01,63.0,13.0,0.20634920634920634,2013,2015
110,Tajikistan,2015-03-01,63.0,12.0,0.19047619047619047,2015-03-01,32.0,7.0,0.21875,2015,2015
111,Guatemala,2015-09-01,158.0,30.0,0.189873417721519,,0.0,0.0,,2015,NaT
112,Colombia,2018-03-01,171.0,32.0,0.1871345029239766,2018-03-01,105.0,22.0,0.20952380952380953,2018,2018
“,Greece,2015-09-01,300.0,56.0,0.18666666666666668,,0.0,0.0,,2015,NaT
114,Panama,2014-05-01,71.0,13.0,0.18309859154929578,,0.0,0.0,,2014,NaT
115,Indonesia,2014-04-01,560.0,102.0,0.18214285714285713,,0.0,0.0,,2014,NaT
121,Mongolia,2016-06-01,76.0,13.0,0.17105263157894737,,0.0,0.0,,2016,NaT
“,Republic of Korea,2016-04-01,298.0,51.0,0.17114093959731544,,0.0,0.0,,2016,NaT
125,Malawi,2014-05-01,192.0,32.0,0.16666666666666666,,0.0,0.0,,2014,NaT
128,Democratic People's Republic of Korea,2014-03-01,687.0,112.0,0.16302765647743814,,0.0,0.0,,2014,NaT
131,Russian Federation,2016-09-01,450.0,71.0,0.15777777777777777,,170.0,31.0,0.18235294117647058,2016,NaT
132,Jordan,2016-09-01,130.0,20.0,0.15384615384615385,2016-09-01,65.0,10.0,0.15384615384615385,2016,2016
133,Bahrain,2018-11-01,40.0,6.0,0.15,2018-12-01,40.0,9.0,0.225,2018,2018
136,Bhutan,2018-10-01,47.0,7.0,0.14893617021276595,2018-04-01,25.0,4.0,0.16,2018,2018
140,Georgia,2016-10-01,149.0,22.0,0.1476510067114094,,0.0,0.0,,2016,NaT
141,Sao Tome and Principe,2018-10-01,55.0,8.0,0.14545454545454545,,0.0,0.0,,2018,NaT
142,Malaysia,2018-05-01,222.0,32.0,0.14414414414414414,,67.0,13.0,0.19402985074626866,2018,NaT
143,Guinea-Bissau,2014-04-01,102.0,14.0,0.13725490196078433,,0.0,0.0,,2014,NaT
144,Burkina Faso,2015-11-01,127.0,17.0,0.13385826771653545,,0.0,0.0,,2015,NaT
145,Saint Kitts and Nevis,2015-02-01,15.0,2.0,0.13333333333333333,,0.0,0.0,,2015,NaT
146,Syrian Arab Republic,2016-04-01,250.0,33.0,0.132,,0.0,0.0,,2016,NaT
147,Ghana,2016-12-01,275.0,36.0,0.13090909090909092,,0.0,0.0,,2016,NaT
148,Saint Vincent and the Grenadines,2015-12-01,23.0,3.0,0.13043478260869565,,0.0,0.0,,2015,NaT
149,Bahamas,2017-05-01,39.0,5.0,0.1282051282051282,2017-05-01,16.0,7.0,0.4375,2017,2017
150,Hungary,2018-04-01,199.0,25.0,0.12562814070351758,,0.0,0.0,,2018,NaT
“,India,2014-04-01,524.0,66.0,0.12595419847328243,2018-01-01,244.0,28.0,0.11475409836065574,2014,2018
153,Liberia,2017-10-01,73.0,9.0,0.1232876712328767,2014-12-01,30.0,3.0,0.1,2017,2014
155,Liechtenstein,2017-02-01,25.0,3.0,0.12,,0.0,0.0,,2017,NaT
156,Mauritius,2014-12-01,69.0,8.0,0.11594202898550725,,0.0,0.0,,2014,NaT
“,Ukraine,2014-10-01,423.0,49.0,0.11583924349881797,,0.0,0.0,,2014,NaT
161,Côte d'Ivoire,2016-12-01,255.0,28.0,0.10980392156862745,2018-03-01,66.0,8.0,0.12121212121212122,2016,2018
162,Nauru,2016-07-01,19.0,2.0,0.10526315789473684,,0.0,0.0,,2016,NaT
163,Democratic Republic of the Congo,2018-12-01,485.0,50.0,0.10309278350515463,2007-01-01,108.0,5.0,0.046296296296296294,2018,2007
“,Gambia The,2017-04-01,58.0,6.0,0.10344827586206896,,0.0,0.0,,2017,NaT
165,Japan,2017-10-01,463.0,47.0,0.10151187904967603,2016-07-01,241.0,50.0,0.2074688796680498,2017,2016
169,Belize,2015-11-01,32.0,3.0,0.09375,2015-11-01,13.0,2.0,0.15384615384615385,2015,2015
172,Mali,2013-11-01,147.0,13.0,0.08843537414965986,,0.0,0.0,,2013,NaT
176,Benin,2015-04-01,83.0,6.0,0.07228915662650602,,0.0,0.0,,2015,NaT
177,Tuvalu,2015-03-01,15.0,1.0,0.06666666666666667,,0.0,0.0,,2015,NaT
178,Kiribati,2015-12-01,46.0,3.0,0.06521739130434782,,0.0,0.0,,2015,NaT
181,Thailand,2014-08-01,240.0,13.0,0.05416666666666667,,0.0,0.0,,2014,NaT
183,Maldives,2014-03-01,85.0,4.0,0.047058823529411764,,0.0,0.0,,2014,NaT
184,Kuwait,2016-11-01,65.0,3.0,0.046153846153846156,,0.0,0.0,,2016,NaT
185,Lebanon,2018-05-01,127.0,5.0,0.03937007874015748,,0.0,0.0,,2018,NaT
188,Solomon Islands,2014-11-01,49.0,1.0,0.02040816326530612,,0.0,0.0,,2014,NaT
189,Oman,2015-10-01,85.0,1.0,0.011764705882352941,2015-11-01,85.0,14.0,0.16470588235294117,2015,2015
190,Yemen,2003-04-01,301.0,1.0,0.0033222591362126247,2001-04-01,111.0,3.0,0.02702702702702703,2003,2001
191,Micronesia Federated States of,2017-03-01,14.0,0.0,0.0,,0.0,0.0,,2017,NaT
“,Papua New Guinea,2017-06-01,106.0,0.0,0.0,,0.0,0.0,,2017,NaT
9,South Africa,2019-05-01,395.0,184.0,0.46582278481012657,2019-05-01,53.0,20.0,0.37735849056603776,2019,2019
31,Iceland,2017-10-01,63.0,24.0,0.38095238095238093,,0.0,0.0,,2017,NaT
37,Guyana,2015-05-01,69.0,24.0,0.34782608695652173,,0.0,0.0,,2015,NaT
38,Cameroon,2020-02-01,167.0,58.0,0.3473053892215569,2018-03-01,100.0,26.0,0.26,2020,2018
39,Dominica,2019-12-01,32.0,11.0,0.34375,,0.0,0.0,,2019,NaT
40,United Kingdom,2019-12-01,650.0,220.0,0.3384615384615385,,795.0,216.0,0.27169811320754716,2019,NaT
44,Nepal,2017-11-01,275.0,90.0,0.32727272727272727,2020-01-01,58.0,22.0,0.3793103448275862,2017,2020
45,Uzbekistan,2019-12-01,150.0,48.0,0.32,2020-01-01,97.0,24.0,0.24742268041237114,2019,2020
46,Zimbabwe,2018-07-01,270.0,86.0,0.31851851851851853,2018-07-01,80.0,35.0,0.4375,2018,2018
47,San Marino,2019-12-01,60.0,19.0,0.31666666666666665,,0.0,0.0,,2019,NaT
48,Suriname,2015-05-01,51.0,16.0,0.3137254901960784,,0.0,0.0,,2015,NaT
49,Germany,2017-09-01,709.0,221.0,0.31170662905500707,,69.0,25.0,0.36231884057971014,2017,NaT
